timestamp,relative_time_sec,experiment_id,run_id,scenario,label,service,pod,namespace,node,cpu_usage,memory_usage_mb,restart_count,request_rate,error_rate,avg_latency_ms,p50_latency_ms,p90_latency_ms,p95_latency_ms,p99_latency_ms,throughput,http_2xx_rate,http_4xx_rate,http_5xx_rate,network_receive_bytes,network_transmit_bytes,fault_type,fault_service,fault_start_time,fault_end_time,fault_phase,anomaly_score,prediction
2026-06-09 14:00:00,0,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2707,21.9726,0,110.63,0.001091,41.2236,32.12,65.841,73.5895,111.9487,110.5791,110.5093,0.1115,0.0092,128313.1354,79405.1528,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.5069364,0
2026-06-09 14:00:05,5,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2754,22.0571,0,110.385,0.00092,38.4566,30.4551,56.5117,69.6864,94.9844,110.3172,110.2835,0.0728,0.0287,125283.2819,84006.3195,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.2608274,0
2026-06-09 14:00:10,10,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2759,22.5734,0,112.2356,0.001058,40.3878,29.9653,65.0599,82.3393,97.6651,112.1718,112.1169,0.0832,0.0355,130867.5534,104647.6616,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.19703948,0
2026-06-09 14:00:15,15,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2863,22.6312,0,111.9822,0.000697,43.4138,30.5759,63.1905,88.9607,102.997,111.9341,111.9042,0.0671,0.0109,105196.7526,75213.5233,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.55133873,0
2026-06-09 14:00:20,20,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.292,21.9363,0,108.4901,0.000889,40.193,32.5926,64.6134,72.2957,94.4867,108.4292,108.3936,0.0744,0.0221,98739.1701,88498.0322,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.033700198,0
2026-06-09 14:00:25,25,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2701,21.9318,0,111.7678,0.001557,39.0616,27.4545,57.7008,74.5668,105.1987,111.699,111.5938,0.152,0.0219,127606.4748,76470.7808,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.67204654,0
2026-06-09 14:00:30,30,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2937,22.527,0,110.1431,0.001628,41.5108,33.3123,69.0259,82.4623,114.7932,110.0165,109.9639,0.1749,0.0044,97357.464,90555.3933,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.5943671,0
2026-06-09 14:00:35,35,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2804,22.1756,0,108.3932,0.001483,37.6059,30.4509,61.4643,72.0581,96.9788,108.3091,108.2324,0.1271,0.0337,136630.8557,72796.8101,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.16493006,0
2026-06-09 14:00:40,40,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2968,22.0009,0,108.3378,0.000485,39.3476,27.7981,58.8939,70.6436,102.9103,108.3038,108.2853,0.0277,0.0249,90760.9882,77045.709,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.09394257,0
2026-06-09 14:00:45,45,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2732,21.3219,0,109.2213,0.001366,38.7448,28.9195,65.7335,73.5215,92.88,109.1632,109.0722,0.1216,0.0275,115562.6879,81640.6597,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.85788953,1
2026-06-09 14:00:50,50,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2712,22.4655,0,101.0045,0.001773,41.0103,33.3372,66.1422,79.0908,114.5823,100.8992,100.8254,0.1537,0.0254,94798.299,67605.5571,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.11294506,0
2026-06-09 14:00:55,55,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2992,22.0677,0,106.559,0.001401,38.9378,28.6705,61.515,72.4355,92.266,106.471,106.4097,0.1292,0.02,107775.5168,70796.8714,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.10045413,0
2026-06-09 14:01:00,60,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2686,22.0685,0,102.6925,0.001129,38.9294,31.7667,56.6389,78.379,95.6283,102.6416,102.5766,0.1149,0.001,125364.8443,70374.0935,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.11740057,0
2026-06-09 14:01:05,65,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2583,22.1646,0,102.6269,0.001611,42.1512,32.412,67.7777,83.5367,103.8435,102.517,102.4616,0.1586,0.0067,126105.4228,95237.0925,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.8847912,1
2026-06-09 14:01:10,70,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2619,22.5932,0,102.5982,0.001264,38.8033,29.358,59.8745,74.9744,99.523,102.5485,102.4685,0.1253,0.0044,92320.3069,98546.9051,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.18160352,0
2026-06-09 14:01:15,75,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2776,21.6755,0,100.4955,0.000311,34.2562,24.4686,50.3779,63.2098,89.8621,100.4769,100.4642,0.0295,0.0018,104882.4238,66662.7612,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.35377097,0
2026-06-09 14:01:20,80,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2697,21.4166,0,100.4704,0.001287,40.5442,31.144,60.1618,77.7949,98.4114,100.3876,100.3411,0.0975,0.0317,107217.1329,71124.8927,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.89810574,1
2026-06-09 14:01:25,85,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2622,21.9104,0,100.8899,0.001746,36.5979,26.7247,60.935,64.313,95.2114,100.787,100.7138,0.1532,0.023,114768.1389,76756.5598,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.3191219,0
2026-06-09 14:01:30,90,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.279,22.1034,0,98.4764,0.001129,38.7676,31.2715,56.5786,71.1798,104.1974,98.3986,98.3653,0.0849,0.0263,89113.2069,68960.1253,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.032905146,0
2026-06-09 14:01:35,95,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.275,21.8544,0,99.7531,0.001181,37.7633,29.0067,61.7024,69.1977,104.9932,99.6975,99.6353,0.1177,0.0001,104686.8054,102056.5291,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.015629029,0
2026-06-09 14:01:40,100,EXP_FAULT_01,RUN_01,pod_kill,1,shippingservice,shipping-f01-05,online-boutique,node-c,0.2888,22.0516,0,99.1547,0.000768,38.2141,29.7561,62.8862,69.6934,105.7761,99.1137,99.0785,0.0678,0.0084,108863.4858,102486.5447,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.18042728,0
