timestamp,relative_time_sec,experiment_id,run_id,scenario,label,service,pod,namespace,node,cpu_usage,memory_usage_mb,restart_count,request_rate,error_rate,avg_latency_ms,p50_latency_ms,p90_latency_ms,p95_latency_ms,p99_latency_ms,throughput,http_2xx_rate,http_4xx_rate,http_5xx_rate,network_receive_bytes,network_transmit_bytes,fault_type,fault_service,fault_start_time,fault_end_time,fault_phase,anomaly_score,prediction
2026-06-09 14:00:00,0,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5338,54.8384,0,350.1779,0.001079,6.6314,5.0677,10.8664,12.9828,18.8944,349.8993,349.8,0.2746,0.1033,416412.7755,363741.3394,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.56634843,0
2026-06-09 14:00:05,5,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5615,54.8849,0,344.4826,0.000797,6.3889,4.5221,9.344,11.3132,16.2013,344.3699,344.2079,0.162,0.1126,408271.7444,339195.2972,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,1.0741659,1
2026-06-09 14:00:10,10,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.549,54.3223,0,342.8828,0.000455,6.8956,5.3537,10.7044,13.6916,18.5785,342.7884,342.7269,0.0946,0.0613,290781.6633,345730.7862,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.37205055,0
2026-06-09 14:00:15,15,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5348,55.4112,0,346.4849,0.001205,6.8622,5.0881,10.3333,13.8327,16.3804,346.2478,346.0673,0.3798,0.0378,318156.8094,348353.5623,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.25396198,0
2026-06-09 14:00:20,20,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5651,55.4717,0,342.0627,0.001279,6.7834,5.1375,10.978,13.509,17.9969,341.7484,341.6252,0.4338,0.0037,415669.003,285687.5859,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.1690428,0
2026-06-09 14:00:25,25,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5248,55.939,0,347.0028,0.000679,6.9932,4.9378,11.3469,13.7334,19.4036,346.8772,346.7674,0.1506,0.0849,418715.0597,347453.687,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.29446828,0
2026-06-09 14:00:30,30,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5626,55.7818,0,351.6658,0.000781,6.2172,4.5755,9.3505,11.8771,14.7744,351.5343,351.3911,0.2507,0.024,437217.6814,288695.3613,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,1.5737404,1
2026-06-09 14:00:35,35,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5327,54.8394,0,344.0495,0.001166,6.1476,4.7966,9.1398,11.7003,16.7762,343.7891,343.6484,0.2886,0.1125,353839.1691,286629.6186,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,1.1558816,1
2026-06-09 14:00:40,40,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.4864,55.4236,0,353.5197,0.000863,7.266,5.1047,11.8925,12.8575,18.9103,353.4058,353.2146,0.2783,0.0268,329071.8493,342270.2751,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,1.843449,1
2026-06-09 14:00:45,45,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5686,56.2964,0,334.6857,0.00059,6.6551,4.8697,10.9067,11.6934,18.5408,334.6003,334.4881,0.1122,0.0854,360524.816,264127.8581,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.6904602,0
2026-06-09 14:00:50,50,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5375,54.9063,0,353.482,0.001033,6.9758,4.9679,11.0539,12.3214,16.8801,353.2631,353.1169,0.3399,0.0252,439848.0694,349354.0966,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.29056415,0
2026-06-09 14:00:55,55,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5481,54.6491,0,339.092,0.001595,6.9399,5.4936,11.0604,13.6467,18.1684,338.7731,338.5512,0.5045,0.0364,304069.1119,283820.2464,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.051531494,0
2026-06-09 14:01:00,60,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.529,55.31,0,334.7896,0.000459,7.2827,5.1708,10.7022,14.3909,17.3508,334.7297,334.6359,0.1217,0.032,332744.5077,338925.5526,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.049397767,0
2026-06-09 14:01:05,65,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5288,54.8559,0,327.1267,0.001401,6.173,4.9242,10.1521,12.3915,16.6116,326.8268,326.6685,0.3607,0.0975,374343.3816,279585.3328,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.5778262,0
2026-06-09 14:01:10,70,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.54,54.5174,0,319.6595,0.000386,6.6688,5.3119,9.9153,13.4249,18.4856,319.6,319.5362,0.109,0.0142,281963.5302,267754.4948,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.32831505,0
2026-06-09 14:01:15,75,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5255,55.069,0,326.7806,0.001696,6.2745,4.9726,10.4051,12.2476,15.4996,326.3861,326.2264,0.4906,0.0636,415537.9806,268324.4423,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.4003725,0
2026-06-09 14:01:20,80,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5221,55.2665,0,337.1197,0.000818,6.4269,4.8161,9.4579,11.8756,18.1439,336.9457,336.8439,0.2339,0.0418,423465.1338,267313.9663,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.63385403,0
2026-06-09 14:01:25,85,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5463,54.6958,0,322.8617,0.000705,7.2254,5.1792,11.3899,13.3841,18.1226,322.7348,322.634,0.1221,0.1056,392800.3978,322239.4879,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.043300427,0
2026-06-09 14:01:30,90,EXP_FAULT_01,RUN_01,pod_kill,1,productcatalogservice,productcatalog-f01-03,online-boutique,node-a,0.5263,55.2247,0,313.9775,0.000826,6.3892,4.766,10.5466,11.7453,17.5033,313.7878,313.718,0.2059,0.0536,383129.5444,231379.6325,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.22361815,0
