timestamp,relative_time_sec,experiment_id,run_id,scenario,label,service,pod,namespace,node,cpu_usage,memory_usage_mb,restart_count,request_rate,error_rate,avg_latency_ms,p50_latency_ms,p90_latency_ms,p95_latency_ms,p99_latency_ms,throughput,http_2xx_rate,http_4xx_rate,http_5xx_rate,network_receive_bytes,network_transmit_bytes,fault_type,fault_service,fault_start_time,fault_end_time,fault_phase,anomaly_score,prediction
2026-06-09 14:00:00,0,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2475,29.1221,0,180.5177,0.001131,4.5992,3.6956,7.1975,8.6937,12.5213,180.3795,180.3135,0.1451,0.059,219054.1454,171606.8811,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.099564806,0
2026-06-09 14:00:05,5,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2389,29.3973,0,182.8003,0.001015,4.1426,3.3132,6.4566,7.3681,11.758,182.7025,182.6148,0.1569,0.0286,188821.0418,173494.1397,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.9112667,0
2026-06-09 14:00:10,10,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2528,28.5831,0,180.3698,0.001284,4.8826,3.9402,8.1665,9.1496,11.9841,180.2822,180.1382,0.2271,0.0045,169791.75,165277.1213,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.018450009,0
2026-06-09 14:00:15,15,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2457,29.3631,0,178.8955,0.001333,4.8891,3.6438,7.1967,9.4513,13.5457,178.7812,178.6569,0.2368,0.0018,163806.3241,172050.8957,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.20820686,0
2026-06-09 14:00:20,20,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.227,28.9348,0,180.5886,0.000615,4.7548,3.4378,7.4461,8.7131,12.7261,180.5336,180.4775,0.0561,0.0551,157263.435,137288.5995,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.7619821,0
2026-06-09 14:00:25,25,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2436,29.3786,0,174.4034,0.001366,4.7374,3.6167,8.0266,8.4864,12.5565,174.2307,174.1652,0.184,0.0542,220352.7796,177921.6259,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.14257444,0
2026-06-09 14:00:30,30,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2389,28.5012,0,177.4641,0.001034,4.6219,3.7208,7.2698,8.1621,11.8458,177.3945,177.2806,0.1788,0.0047,206518.7678,182401.2659,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.21914348,0
2026-06-09 14:00:35,35,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2481,28.8279,0,169.7625,0.00055,4.7254,3.6682,7.7509,9.188,11.4669,169.7179,169.6692,0.0532,0.0401,207957.7881,146580.9835,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.15741725,0
2026-06-09 14:00:40,40,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2432,29.325,0,174.1171,0.000671,3.9453,2.9204,6.2262,7.6506,11.0272,174.0411,174.0003,0.0682,0.0486,194607.2329,175606.4917,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,1.289433,1
2026-06-09 14:00:45,45,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2362,28.6719,0,169.1788,0.001074,4.8167,3.5039,7.9943,8.6941,13.2043,169.0599,168.9971,0.1279,0.0538,192740.0335,128248.3689,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.09716624,0
2026-06-09 14:00:50,50,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2474,29.1478,0,171.3659,0.000769,4.6196,3.5835,7.48,8.1064,12.6345,171.2886,171.2341,0.0965,0.0353,199093.1175,114508.1989,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.08262356,0
2026-06-09 14:00:55,55,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2364,29.3427,0,168.9565,0.001546,4.7801,3.7816,7.3019,9.5051,12.1176,168.8237,168.6953,0.229,0.0322,140341.2877,146127.2501,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.47265586,0
2026-06-09 14:01:00,60,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2429,29.4851,0,171.0341,0.001221,4.5528,3.544,7.5701,8.8502,11.7495,170.9176,170.8252,0.1563,0.0526,188613.3341,173365.274,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.044787236,0
2026-06-09 14:01:05,65,EXP_FAULT_01,RUN_01,pod_kill,1,currencyservice,currency-f01-06,online-boutique,node-a,0.2561,29.3573,0,168.283,0.001065,4.7218,3.7933,7.0879,9.4391,11.1698,168.1725,168.1038,0.1749,0.0044,150557.5683,150247.5152,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.14689133,0
