timestamp,relative_time_sec,experiment_id,run_id,scenario,label,service,pod,namespace,node,cpu_usage,memory_usage_mb,restart_count,request_rate,error_rate,avg_latency_ms,p50_latency_ms,p90_latency_ms,p95_latency_ms,p99_latency_ms,throughput,http_2xx_rate,http_4xx_rate,http_5xx_rate,network_receive_bytes,network_transmit_bytes,fault_type,fault_service,fault_start_time,fault_end_time,fault_phase,anomaly_score,prediction
2026-06-09 14:00:00,0,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2728,24.683,0,138.8234,0.001159,66.0235,49.1582,111.7518,117.7322,177.342,138.746,138.6625,0.1348,0.0261,130721.6336,104329.758,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.2122046,0
2026-06-09 14:00:05,5,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2592,23.7866,0,136.6306,0.000866,63.0904,48.672,106.1197,123.3086,160.5921,136.5816,136.5123,0.0953,0.023,169187.3903,108623.2379,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.26329875,0
2026-06-09 14:00:10,10,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2692,23.8338,0,142.5638,0.001696,60.1562,47.9643,97.1001,120.9427,160.8793,142.469,142.3221,0.2095,0.0323,119128.524,129998.605,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.9226929,1
2026-06-09 14:00:15,15,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2656,23.7763,0,137.378,0.001577,63.5088,51.2812,92.6682,123.831,158.7337,137.28,137.1613,0.1772,0.0395,167661.7414,129767.7511,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.16389573,0
2026-06-09 14:00:20,20,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2697,23.5323,0,136.5264,0.001857,63.9539,51.268,107.7096,119.7489,151.0034,136.3894,136.2729,0.2137,0.0399,162126.9657,99802.2821,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.27719873,0
2026-06-09 14:00:25,25,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2681,23.7855,0,133.9358,0.001583,63.5271,48.7077,95.3664,116.8437,154.3312,133.8499,133.7238,0.2072,0.0048,117208.8329,104781.4695,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.1188903,0
2026-06-09 14:00:30,30,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2583,24.5251,0,135.0539,0.000922,60.7078,43.2112,91.9346,116.6762,158.4302,134.9696,134.9295,0.1144,0.0101,148406.2086,107374.7714,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.44278115,0
2026-06-09 14:00:35,35,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2522,23.9777,0,132.0569,0.001781,64.8696,48.3471,102.5756,127.0191,177.6943,131.9403,131.8218,0.2084,0.0267,130756.48,127056.711,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.1728612,0
2026-06-09 14:00:40,40,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2635,23.6362,0,133.1166,0.000745,67.8392,48.9949,106.8859,119.5263,189.9327,133.0788,133.0174,0.0781,0.0211,113658.0865,107714.9575,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.3164834,0
2026-06-09 14:00:45,45,EXP_FAULT_01,RUN_01,pod_kill,1,paymentservice,payment-f01-07,online-boutique,node-b,0.2693,24.3928,0,129.8568,0.001002,64.9731,48.5524,97.7053,116.2737,173.9669,129.7864,129.7266,0.1117,0.0184,114813.8117,126348.8346,pod_kill,coupon-service,2026-06-09 14:05:00,2026-06-09 14:20:00,pre_fault,0.046188038,0
